pair_ID	sentence_A	sentence_B	relatedness_score	entailment_judgment
341	a truck is parked on the side of the street	a truck is parked on the side of the street	0	NEUTRAL
342	a man wearing a hat and a tie	a man wearing a hat and a tie	0	NEUTRAL
343	a stop sign with a street sign on it	a red stop sign sitting on the side of a road	0	NEUTRAL
344	a tv sitting on top of a wooden table	a television screen is shown on a wall	0	NEUTRAL
345	two people playing frisbee in a park	two people playing frisbee in a park	0	NEUTRAL
346	a bus is driving down the street in a city	a bus driving down a street next to a building	0	NEUTRAL
347	a group of people sitting at a table with laptops	a group of people sitting at a table with laptops	0	NEUTRAL
348	a display case filled with different types of donuts	a display case filled with different types of donuts	0	NEUTRAL
349	a group of young children standing next to each other	a group of young children standing next to each other	0	NEUTRAL
350	a small airplane sitting on top of a runway	a small airplane sitting on top of a runway	0	NEUTRAL
351	a plane is flying in the sky over a body of water	an airplane is flying in the sky over a city	0	NEUTRAL
352	a bus is parked on the side of the road	a bus is parked on the side of the road	0	NEUTRAL
353	a white microwave oven sitting on top of a counter	a remote control sitting on top of a wooden table	0	NEUTRAL
354	a laptop computer sitting on top of a table	a desk with a laptop and a computer	0	NEUTRAL
355	a red train is coming down the tracks	a red train is coming down the tracks	0	NEUTRAL
356	a red and white train on a train track	a red and white train on a train track	0	NEUTRAL
357	a red and yellow train is on the tracks	a red and yellow train is on the tracks	0	NEUTRAL
358	a bunch of bananas on a table next to a bunch of bananas	a bunch of bananas on a table next to a bunch of bananas	0	NEUTRAL
359	a man is doing a trick on a skateboard	a man is doing a trick on a skateboard	0	NEUTRAL
360	a train is parked in a train station	a train is on the tracks in a train station	0	NEUTRAL
361	a street sign is shown in front of a building	a street sign is shown in front of a building	0	NEUTRAL
362	a street sign on the side of a street	a street sign on the side of a street	0	NEUTRAL
363	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
364	a large jetliner sitting on top of an airport runway	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
365	a street sign on a pole in front of a tree	a street sign on a pole in front of a tree	0	NEUTRAL
366	a man holding a pair of scissors in his hand	a man holding a pair of scissors in his hand	0	NEUTRAL
367	a street sign on the side of the road	a street sign on a pole on a street	0	NEUTRAL
368	a man sitting on a bench with a cell phone	a man sitting on a bench with a cell phone	0	NEUTRAL
369	a double decker bus driving down a street	a double decker bus driving down a street	0	NEUTRAL
370	a crowd of people walking down a street	a crowd of people walking down a street	0	NEUTRAL
371	a street sign on a pole on a city street	a street sign and a traffic light on a pole	0	NEUTRAL
372	a woman standing in front of a cake on a table	a woman standing in a kitchen with a cake	0	NEUTRAL
373	a street sign on the side of the road	a street sign on the side of the road	0	NEUTRAL
374	a black and white photo of a person walking on a road	a black and white photo of a city street	0	NEUTRAL
375	a teddy bear sitting on a rock in front of a lake	a teddy bear sitting on a bench in the middle of a field	0	NEUTRAL
376	a desk with a keyboard and a monitor	a desk with a keyboard and a monitor	0	NEUTRAL
377	a reflection of a bus in a rear view mirror	a reflection of a bus in a rear view mirror	0	NEUTRAL
378	an airplane is parked on the runway at the airport	an airplane is parked on the runway at the airport	0	NEUTRAL
379	a man riding a motorcycle down a street	a man riding a motorcycle down a street	0	NEUTRAL
380	a tennis player in action on the court	a tennis player in action on the court	0	NEUTRAL
381	a man cutting a cake with a knife	a man cutting a cake with a knife	0	NEUTRAL
382	a man standing in front of a bus	a man standing next to a red and white bus	0	NEUTRAL
383	an airplane sitting on the tarmac at an airport	a large airplane sitting on top of an airport runway	0	NEUTRAL
384	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
385	a plate with a sandwich and a cup of coffee	a plate with a sandwich and a cup of coffee	0	NEUTRAL
386	a woman standing in front of a refrigerator	a woman standing in front of a refrigerator	0	NEUTRAL
387	a reflection of a school bus in a mirror	a reflection of a school bus in a mirror	0	NEUTRAL
388	a stop sign and a street sign on a pole	a stop sign and a street sign on a pole	0	NEUTRAL
389	a group of people standing around a cake	a group of people standing around a cake	0	NEUTRAL
390	a young boy is playing baseball on a field	a young boy is playing baseball on a field	0	NEUTRAL
391	a young boy sitting on a bed with a book	a young boy sitting on a bed with a book	0	NEUTRAL
392	a train is coming down the tracks in a rural area	a train is coming down the tracks in a rural area	0	NEUTRAL
393	a bunch of bananas hanging from a ceiling	a bunch of bananas and other fruit on display	0	NEUTRAL
394	an airplane is flying in the sky with its landing gear down	an airplane is flying in the sky with its landing gear down	0	NEUTRAL
395	a man riding a skateboard down a street	a man riding a skateboard down a street	0	NEUTRAL
396	a bathroom with a sink and a toilet	a bathroom with a sink and a toilet	0	NEUTRAL
397	a cat sitting on top of a refrigerator	a cat sitting on top of a refrigerator	0	NEUTRAL
398	a baseball player swinging a bat at a ball	a baseball player swinging a bat at a ball	0	NEUTRAL
399	a remote control is shown on a white wall	a remote control is shown on a white wall	0	NEUTRAL
400	a large jetliner sitting on top of an airport runway	a large jetliner sitting on top of an airport runway	0	NEUTRAL
401	a red double decker bus driving down a street	a red double decker bus driving down a street	0	NEUTRAL
402	a double decker bus parked in a parking lot	a double decker bus parked in a parking lot	0	NEUTRAL
403	a man is playing tennis on a tennis court	a man is holding a tennis racket on a court	0	NEUTRAL
404	a plate of food and a drink on a table	a plate of food and a drink on a table	0	NEUTRAL
405	a white refrigerator with a UNK on it	a parking meter is on the side of the street	0	NEUTRAL
406	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
407	a traffic light on a pole on a city street	a traffic light with a street sign on top of it	0	NEUTRAL
408	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
409	a group of motorcycles parked on the side of a street	a group of motorcycles parked in front of a building	0	NEUTRAL
410	a large jetliner sitting on top of an airport tarmac	a large jetliner sitting on top of an airport tarmac	0	NEUTRAL
411	a vase with a flower in it sitting on a table	a glass vase with a flower in it on a table	0	NEUTRAL
412	a pair of scissors on a table next to a pair of scissors	a pair of scissors on a table next to a pair of scissors	0	NEUTRAL
413	a young man riding a skateboard down a street	a young man riding a skateboard down a street	0	NEUTRAL
414	a sign that says UNK UNK on the side of it	a sign that says UNK UNK on the side of it	0	NEUTRAL
415	a desk with a computer monitor and keyboard	a desk with a computer monitor and keyboard	0	NEUTRAL
416	a woman sitting on a bench with a cell phone	a woman sitting on a bench with a cell phone	0	NEUTRAL
417	a wooden bench sitting in front of a building	a wooden bench sitting in front of a building	0	NEUTRAL
418	a group of people riding horses on a dirt road	a group of people riding horses on a dirt road	0	NEUTRAL
419	a donut with a bite out of it	a donut with a bite out of it	0	NEUTRAL
420	a red stop sign sitting on the side of a snow covered slope	a red stop sign sitting on the side of a snow covered slope	0	NEUTRAL
421	a rear view mirror of a dog in a car	a rear view mirror of a dog in a car	0	NEUTRAL
422	a city street filled with lots of traffic	a city street with a street sign and a building	0	NEUTRAL
423	a motorcycle parked in front of a store	a motorcycle parked in front of a building	0	NEUTRAL
424	a man riding a motorcycle down a street	a police officer riding a motorcycle down a street	0	NEUTRAL
425	a stop sign is on the corner of a street	a stop sign is on the corner of a street	0	NEUTRAL
426	a bus driving down a street next to a street	a bus driving down a street next to a forest	0	NEUTRAL
427	a red and white train on a train track	a red and white train on a train track	0	NEUTRAL
428	a train is coming down the tracks in a city	a train is coming down the tracks in a city	0	NEUTRAL
429	a train is on the tracks in a train station	a train is on the tracks in a train station	0	NEUTRAL
430	a red and white plane flying in the sky	a small plane flying in the sky over a mountain	0	NEUTRAL
431	a snowboarder is doing a trick in the air	a snowboarder is doing a trick in the air	0	NEUTRAL
432	a bike parked in front of a window	a bike parked in front of a window	0	NEUTRAL
433	a cow is standing in a field with a cow	a cow is standing in a field with a cow	0	NEUTRAL
434	a traffic light with a street sign on top of it	a street sign with a street light on it	0	NEUTRAL
435	a birthday cake with a UNK on top	a birthday cake with a UNK on top	0	NEUTRAL
436	a cow standing in front of a building	a cow is standing in front of a building	0	NEUTRAL
437	a horse is standing on the side of the road	a horse is standing on the side of the road	0	NEUTRAL
438	a white vase with a blue and white flower in it	a white vase with a blue and white flower in it	0	NEUTRAL
439	a person holding a remote control in front of a tv	a person holding a wii remote in their hand	0	NEUTRAL
440	a couple of cows that are standing in the street	a couple of cows that are standing in the street	0	NEUTRAL
441	a bus is parked on the side of the street	a bus is parked on the side of the street	0	NEUTRAL
